split,rows,top1_accuracy,top3_accuracy,top5_accuracy,top10_accuracy,mrr
all_rows,144,0.06944444444444445,0.13194444444444445,0.2013888888888889,0.3333333333333333,0.129279651675485
retrievable_only,144,0.06944444444444445,0.13194444444444445,0.2013888888888889,0.3333333333333333,0.129279651675485
